77,441;961;38,985,087;4,881;14,652,196
77,497;969;99,411,281;17,759;41,473,708
85,157;975;264,295,320;77,056;115,437,664
92,091,215;48,302,660;16,780,389,759;229,437;6,553,690,516
118,439,617;48,308,443;48,546,434,684;236,622;20,698,277,740
173,991,873;48,393,827;163,758,736,097;31,922,973;72,617,620,552
612,925,298;301,103,582;105,189,324,891;551,172;41,104,090,516
875,481,753;301,349,908;305,322,423,592;549,376;130,224,677,740
1,453,542,223;302,653,984;1,036,365,366,941;180,126,447;459,691,541,392
2,288,578,088;1,205,645,558;421,177,418,641;1,197,544;164,608,090,516
2,946,275,743;1,224,808,596;1,223,842,345,290;1,286,755;522,048,677,740
4,535,813,461;1,968,138,820;4,162,709,767,369;670,605,915;1,846,574,741,392
