20;2;1;21,365
20;2;4;24,976
20;2;8;25,584
20;2;24;79,099
20;2;48;101,869
20;4;1;18,836
20;4;4;29,527
20;4;8;36,408
20;4;24;79,854
20;4;48;94,899
20;8;1;24,451
20;8;4;35,044
20;8;8;48,952
20;8;24;83,581
20;8;48;80,184
400;2;1;1,396,148
400;2;4;481,769
400;2;8;259,620
400;2;24;553,831
400;2;48;755,162
400;4;1;3,112,477
400;4;4;1,023,209
400;4;8;526,741
400;4;24;1,041,229
400;4;48;1,748,044
400;8;1;8,952,688
400;8;4;2,901,943
400;8;8;1,473,116
400;8;24;2,045,281
400;8;48;2,964,003
1000;2;1;9,098,493
1000;2;4;2,434,088
1000;2;8;1,385,062
1000;2;24;1,702,416
1000;2;48;3,287,712
1000;4;1;20,161,500
1000;4;4;5,272,873
1000;4;8;2,756,192
1000;4;24;1,691,771
1000;4;48;8,051,762
1000;8;1;58,392,933
1000;8;4;15,092,255
1000;8;8;7,680,203
1000;8;24;4,089,141
1000;8;48;12,505,930
2000;2;1;36,070,369
2000;2;4;9,875,144
2000;2;8;5,406,673
2000;2;24;5,169,634
2000;2;48;7,102,625
2000;4;1;80,476,374
2000;4;4;21,215,533
2000;4;8;11,225,547
2000;4;24;6,369,107
2000;4;48;12,791,626
2000;8;1;231,862,282
2000;8;4;59,919,424
2000;8;8;30,505,815
2000;8;24;16,525,686
2000;8;48;27,209,710
