20;2;1;20,900
20;2;4;23,254
20;2;8;21,962
20;2;24;78,378
20;2;48;78,687
20;4;1;15,904
20;4;4;19,426
20;4;8;28,073
20;4;24;76,871
20;4;48;226,745
20;8;1;27,016
20;8;4;37,054
20;8;8;74,597
20;8;24;63,489
20;8;48;86,143
400;2;1;1,393,901
400;2;4;418,744
400;2;8;251,626
400;2;24;325,805
400;2;48;432,933
400;4;1;3,123,750
400;4;4;883,867
400;4;8;511,634
400;4;24;439,656
400;4;48;846,311
400;8;1;8,898,711
400;8;4;2,453,220
400;8;8;1,396,532
400;8;24;1,089,722
400;8;48;2,321,994
1000;2;1;9,019,100
1000;2;4;2,485,728
1000;2;8;1,379,691
1000;2;24;1,453,929
1000;2;48;1,812,275
1000;4;1;20,025,225
1000;4;4;5,266,946
1000;4;8;2,795,505
1000;4;24;2,599,503
1000;4;48;3,683,358
1000;8;1;57,748,549
1000;8;4;15,089,625
1000;8;8;7,860,866
1000;8;24;3,259,743
1000;8;48;8,195,575
2000;2;1;36,335,182
2000;2;4;9,677,020
2000;2;8;5,340,840
2000;2;24;2,867,517
2000;2;48;4,821,824
2000;4;1;80,037,834
2000;4;4;21,210,978
2000;4;8;11,089,772
2000;4;24;5,440,434
2000;4;48;12,461,923
2000;8;1;232,925,621
2000;8;4;59,725,592
2000;8;8;30,945,510
2000;8;24;12,067,770
2000;8;48;24,487,522
