20;2;1;36,732
20;2;4;38,650
20;2;8;40,343
20;2;24;55,731
20;2;48;94,262
20;4;1;18,661
20;4;4;40,412
20;4;8;52,571
20;4;24;115,960
20;4;48;136,209
20;8;1;28,665
20;8;4;57,078
20;8;8;88,794
20;8;24;161,557
20;8;48;161,092
400;2;1;1,691,954
400;2;4;507,266
400;2;8;246,359
400;2;24;366,521
400;2;48;510,706
400;4;1;3,276,416
400;4;4;874,692
400;4;8;851,851
400;4;24;576,547
400;4;48;668,826
400;8;1;8,675,149
400;8;4;2,248,521
400;8;8;1,486,411
400;8;24;1,382,108
400;8;48;1,554,869
1000;2;1;11,164,091
1000;2;4;2,917,978
1000;2;8;2,539,787
1000;2;24;1,496,689
1000;2;48;2,691,752
1000;4;1;20,833,983
1000;4;4;5,473,749
1000;4;8;5,451,051
1000;4;24;2,466,650
1000;4;48;3,384,611
1000;8;1;55,426,798
1000;8;4;14,037,047
1000;8;8;7,709,632
1000;8;24;5,730,157
1000;8;48;5,406,891
2000;2;1;42,481,581
2000;2;4;21,629,612
2000;2;8;6,979,923
2000;2;24;5,663,485
2000;2;48;8,006,147
2000;4;1;82,894,973
2000;4;4;21,153,815
2000;4;8;17,458,500
2000;4;24;8,968,028
2000;4;48;14,089,273
2000;8;1;222,734,974
2000;8;4;56,133,271
2000;8;8;28,929,986
2000;8;24;19,956,559
2000;8;48;21,556,926
