20;2;1;21,705
20;2;4;23,886
20;2;8;38,677
20;2;24;65,766
20;2;48;101,690
20;4;1;15,991
20;4;4;25,557
20;4;8;48,900
20;4;24;85,432
20;4;48;90,344
20;8;1;26,359
20;8;4;71,579
20;8;8;52,453
20;8;24;81,564
20;8;48;179,187
400;2;1;1,400,856
400;2;4;403,628
400;2;8;232,894
400;2;24;276,295
400;2;48;346,863
400;4;1;3,133,256
400;4;4;823,238
400;4;8;435,493
400;4;24;517,547
400;4;48;452,382
400;8;1;8,910,027
400;8;4;2,266,167
400;8;8;1,189,621
400;8;24;491,245
400;8;48;1,481,107
1000;2;1;9,076,584
1000;2;4;2,494,697
1000;2;8;1,387,939
1000;2;24;996,973
1000;2;48;1,780,709
1000;4;1;20,261,717
1000;4;4;5,262,790
1000;4;8;2,768,480
1000;4;24;1,298,785
1000;4;48;3,402,516
1000;8;1;58,099,455
1000;8;4;14,681,499
1000;8;8;8,536,025
1000;8;24;3,617,843
1000;8;48;7,456,924
2000;2;1;36,246,517
2000;2;4;9,808,754
2000;2;8;5,428,900
2000;2;24;3,264,582
2000;2;48;6,207,433
2000;4;1;80,119,978
2000;4;4;20,854,305
2000;4;8;12,291,015
2000;4;24;5,425,747
2000;4;48;13,397,818
2000;8;1;231,330,593
2000;8;4;58,896,191
2000;8;8;30,932,546
2000;8;24;11,666,279
2000;8;48;29,181,762
